top,acc,algorithm,subject
1.0,0.444,PageRank,0
1.1,0.42,PageRank,0
1.2,0.397,PageRank,0
1.3,0.397,PageRank,0
1.4,0.397,PageRank,0
1.5,0.397,PageRank,0
0.2,0.762,PageRank,0
0.3,0.656,PageRank,0
0.4,0.535,PageRank,0
0.5,0.481,PageRank,0
0.6,0.453,PageRank,0
0.7,0.419,PageRank,0
0.8,0.419,PageRank,0
0.9,0.419,PageRank,0
1.0,0.419,PageRank,0
1.1,0.419,PageRank,0
1.2,0.419,PageRank,0
1.3,0.419,PageRank,0
1.4,0.419,PageRank,0
1.5,0.419,PageRank,0
0.2,0.833,PageRank,0
0.3,0.833,PageRank,0
0.4,0.833,PageRank,0
0.5,0.82,PageRank,0
0.6,0.795,PageRank,0
0.7,0.741,PageRank,0
0.8,0.691,PageRank,0
0.9,0.651,PageRank,0
1.0,0.598,PageRank,0
1.1,0.545,PageRank,0
1.2,0.514,PageRank,0
1.3,0.514,PageRank,0
1.4,0.514,PageRank,0
1.5,0.514,PageRank,0
0.2,0.889,PageRank,0
0.3,0.926,PageRank,0
0.4,0.917,PageRank,0
0.5,0.889,PageRank,0
0.6,0.889,PageRank,0
0.7,0.81,PageRank,0
0.8,0.778,PageRank,0
0.9,0.728,PageRank,0
1.0,0.678,PageRank,0
1.1,0.646,PageRank,0
1.2,0.602,PageRank,0
1.3,0.57,PageRank,0
1.4,0.57,PageRank,0
1.5,0.57,PageRank,0
0.2,0.3,PageRank,0
0.3,0.2,PageRank,0
0.4,0.175,PageRank,0
0.5,0.157,PageRank,0
0.6,0.131,PageRank,0
0.7,0.127,PageRank,0
0.8,0.111,PageRank,0
0.9,0.11,PageRank,0
1.0,0.11,PageRank,0
1.1,0.11,PageRank,0
1.2,0.11,PageRank,0
1.3,0.11,PageRank,0
1.4,0.11,PageRank,0
1.5,0.11,PageRank,0
0.2,0.389,PageRank,0
0.3,0.37,PageRank,0
0.4,0.417,PageRank,0
0.5,0.4,PageRank,0
0.6,0.37,PageRank,0
0.7,0.333,PageRank,0
0.8,0.319,PageRank,0
0.9,0.284,PageRank,0
1.0,0.256,PageRank,0
1.1,0.253,PageRank,0
1.2,0.241,PageRank,0
1.3,0.222,PageRank,0
1.4,0.214,PageRank,0
1.5,0.215,PageRank,0
0.2,0.958,PageRank,0
0.3,0.944,PageRank,0
0.4,0.917,PageRank,0
0.5,0.902,PageRank,0
0.6,0.89,PageRank,0
0.7,0.835,PageRank,0
0.8,0.804,PageRank,0
0.9,0.725,PageRank,0
1.0,0.672,PageRank,0
1.1,0.634,PageRank,0
1.2,0.596,PageRank,0
1.3,0.588,PageRank,0
1.4,0.588,PageRank,0
1.5,0.588,PageRank,0
0.2,0.857,PageRank,0
0.3,0.774,PageRank,0
0.4,0.762,PageRank,0
0.5,0.717,PageRank,0
0.6,0.667,PageRank,0
0.7,0.662,PageRank,0
0.8,0.607,PageRank,0
0.9,0.568,PageRank,0
1.0,0.538,PageRank,0
1.1,0.509,PageRank,0
1.2,0.465,PageRank,0
1.3,0.445,PageRank,0
1.4,0.412,PageRank,0
1.5,0.407,PageRank,0
0.2,0.789,PageRank,0
0.3,0.621,PageRank,0
0.4,0.579,PageRank,0
0.5,0.479,PageRank,0
0.6,0.397,PageRank,0
0.7,0.343,PageRank,0
0.8,0.312,PageRank,0
0.9,0.287,PageRank,0
1.0,0.268,PageRank,0
1.1,0.265,PageRank,0
1.2,0.265,PageRank,0
1.3,0.265,PageRank,0
1.4,0.265,PageRank,0
1.5,0.265,PageRank,0
0.2,0.333,PageRank,0
0.3,0.244,PageRank,0
0.4,0.233,PageRank,0
0.5,0.2,PageRank,0
0.6,0.178,PageRank,0
0.7,0.152,PageRank,0
0.8,0.133,PageRank,0
0.9,0.133,PageRank,0
1.0,0.12,PageRank,0
1.1,0.109,PageRank,0
1.2,0.103,PageRank,0
1.3,0.103,PageRank,0
1.4,0.103,PageRank,0
1.5,0.103,PageRank,0
0.2,0.0,PageRank,0
0.3,0.0,PageRank,0
0.4,0.0,PageRank,0
0.5,0.0,PageRank,0
0.6,0.0,PageRank,0
0.7,0.0,PageRank,0
0.8,0.013,PageRank,0
0.9,0.011,PageRank,0
1.0,0.022,PageRank,0
1.1,0.022,PageRank,0
1.2,0.022,PageRank,0
1.3,0.022,PageRank,0
1.4,0.022,PageRank,0
1.5,0.022,PageRank,0
0.2,0.048,PageRank,0
0.3,0.063,PageRank,0
0.4,0.093,PageRank,0
0.5,0.093,PageRank,0
0.6,0.094,PageRank,0
0.7,0.08,PageRank,0
0.8,0.081,PageRank,0
0.9,0.093,PageRank,0
1.0,0.083,PageRank,0
1.1,0.076,PageRank,0
1.2,0.078,PageRank,0
1.3,0.071,PageRank,0
1.4,0.068,PageRank,0
1.5,0.068,PageRank,0
0.2,0.1,PageRank,0
0.3,0.133,PageRank,0
0.4,0.15,PageRank,0
0.5,0.137,PageRank,0
0.6,0.148,PageRank,0
0.7,0.141,PageRank,0
0.8,0.132,PageRank,0
0.9,0.132,PageRank,0
1.0,0.132,PageRank,0
1.1,0.132,PageRank,0
1.2,0.132,PageRank,0
1.3,0.132,PageRank,0
1.4,0.132,PageRank,0
1.5,0.132,PageRank,0
0.2,0.813,PageRank,0
0.3,0.833,PageRank,0
0.4,0.719,PageRank,0
0.5,0.683,PageRank,0
0.6,0.633,PageRank,0
0.7,0.579,PageRank,0
0.8,0.508,PageRank,0
0.9,0.479,PageRank,0
1.0,0.439,PageRank,0
1.1,0.4,PageRank,0
1.2,0.378,PageRank,0
1.3,0.349,PageRank,0
1.4,0.339,PageRank,0
1.5,0.339,PageRank,0
0.2,0.6,PageRank,0
0.3,0.553,PageRank,0
0.4,0.451,PageRank,0
0.5,0.438,PageRank,0
0.6,0.382,PageRank,0
0.7,0.371,PageRank,0
0.8,0.333,PageRank,0
0.9,0.309,PageRank,0
1.0,0.309,PageRank,0
1.1,0.309,PageRank,0
1.2,0.309,PageRank,0
1.3,0.309,PageRank,0
1.4,0.309,PageRank,0
1.5,0.309,PageRank,0
0.2,0.909,PageRank,0
0.3,0.848,PageRank,0
0.4,0.8,PageRank,0
0.5,0.75,PageRank,0
0.6,0.657,PageRank,0
0.7,0.608,PageRank,0
0.8,0.611,PageRank,0
0.9,0.564,PageRank,0
1.0,0.531,PageRank,0
1.1,0.484,PageRank,0
1.2,0.444,PageRank,0
1.3,0.414,PageRank,0
1.4,0.414,PageRank,0
1.5,0.414,PageRank,0
0.2,0.421,PageRank,0
0.3,0.379,PageRank,0
0.4,0.289,PageRank,0
0.5,0.292,PageRank,0
0.6,0.259,PageRank,0
0.7,0.239,PageRank,0
0.8,0.221,PageRank,0
0.9,0.207,PageRank,0
1.0,0.186,PageRank,0
1.1,0.179,PageRank,0
1.2,0.175,PageRank,0
1.3,0.175,PageRank,0
1.4,0.175,PageRank,0
1.5,0.175,PageRank,0
